species,logk,0.05,0.15,0.3,0.5,1
Fe(Citrate)-,6.1,1.0265932655051275,1.43314800926934,1.6150029313308807,1.616987001723342,1.224
FeH(Citrate),10.2,1.1976921430893153,1.67200601081423,1.8841700865526942,1.886484835343899,1.4280000000000002
Fe(Citrate),13.1,1.5398898982576912,2.14972201390401,2.422504396996321,2.425480502585013,1.836
FeH(Citrate)+,14.4,1.5398898982576912,2.14972201390401,2.422504396996321,2.425480502585013,1.836
